logMdot 	 Fbs         	 Lbs        
18.25   	 3.679116e+25 	 6.657333e+38
18.30   	 3.883141e+25 	 7.026136e+38
18.35   	 4.110174e+25 	 7.437659e+38
18.40   	 4.363916e+25 	 7.896507e+38
18.45   	 4.645028e+25 	 8.405203e+38
18.50   	 4.952344e+25 	 8.962539e+38
18.55   	 5.281936e+25 	 9.558412e+38
18.60   	 5.610928e+25 	 1.015275e+39
18.65   	 5.884062e+25 	 1.064877e+39
18.70   	 6.049358e+25 	 1.094952e+39
18.75   	 6.120034e+25 	 1.108112e+39
18.80   	 6.151136e+25 	 1.113929e+39
18.85   	 6.167304e+25 	 1.116872e+39
18.90   	 6.166486e+25 	 1.117769e+39
18.95   	 6.187474e+25 	 1.120013e+39
19.00   	 6.180228e+25 	 1.119944e+39
17.20   	 2.125471e+25 	 3.851333e+38
17.25   	 2.146683e+25 	 3.886087e+38
17.30   	 2.169053e+25 	 3.924940e+38
17.35   	 2.192857e+25 	 3.968362e+38
17.40   	 2.218800e+25 	 4.016918e+38
17.45   	 2.251367e+25 	 4.071669e+38
17.50   	 2.283463e+25 	 4.132478e+38
17.55   	 2.321121e+25 	 4.200734e+38
17.60   	 2.361804e+25 	 4.276891e+38
17.65   	 2.411173e+25 	 4.362700e+38
17.70   	 2.463562e+25 	 4.458259e+38
17.75   	 2.522577e+25 	 4.565227e+38
17.80   	 2.589374e+25 	 4.685050e+38
17.85   	 2.663430e+25 	 4.818996e+38
17.90   	 2.745932e+25 	 4.968791e+38
17.95   	 2.838576e+25 	 5.136506e+38
18.00   	 2.941599e+25 	 5.324023e+38
18.05   	 3.058597e+25 	 5.534392e+38
18.10   	 3.188302e+25 	 5.769510e+38
18.15   	 3.333590e+25 	 6.032729e+38
18.20   	 3.496375e+25 	 6.327401e+38
18.25   	 3.679116e+25 	 6.657333e+38
18.30   	 3.883141e+25 	 7.026136e+38
18.35   	 4.110174e+25 	 7.437659e+38
18.40   	 4.363916e+25 	 7.896507e+38
18.45   	 4.645028e+25 	 8.405203e+38
18.50   	 4.952344e+25 	 8.962539e+38
18.55   	 5.281936e+25 	 9.558412e+38
18.60   	 5.610928e+25 	 1.015275e+39
18.65   	 5.884062e+25 	 1.064877e+39
18.70   	 6.049358e+25 	 1.094952e+39
18.75   	 6.120034e+25 	 1.108112e+39
18.80   	 6.151136e+25 	 1.113929e+39
18.85   	 6.167304e+25 	 1.116872e+39
18.90   	 6.166486e+25 	 1.117769e+39
18.95   	 6.187474e+25 	 1.120013e+39
19.00   	 6.180228e+25 	 1.119944e+39
17.20   	 2.125306e+25 	 3.851322e+38
17.25   	 2.146798e+25 	 3.886096e+38
17.30   	 2.170634e+25 	 3.925073e+38
17.35   	 2.192851e+25 	 3.968361e+38
17.40   	 2.218656e+25 	 4.016903e+38
17.45   	 2.251300e+25 	 4.071661e+38
17.50   	 2.283362e+25 	 4.132465e+38
17.55   	 2.321121e+25 	 4.200734e+38
17.60   	 2.361825e+25 	 4.276894e+38
17.65   	 2.411173e+25 	 4.362700e+38
17.70   	 2.463627e+25 	 4.458270e+38
17.75   	 2.522292e+25 	 4.565172e+38
17.80   	 2.589393e+25 	 4.685054e+38
17.85   	 2.663319e+25 	 4.818972e+38
17.90   	 2.745922e+25 	 4.968789e+38
17.95   	 2.838569e+25 	 5.136504e+38
18.00   	 2.941480e+25 	 5.323990e+38
18.05   	 3.058630e+25 	 5.534402e+38
18.10   	 3.188303e+25 	 5.769511e+38
18.15   	 3.333600e+25 	 6.032732e+38
18.20   	 3.496310e+25 	 6.327378e+38
18.25   	 3.679160e+25 	 6.657349e+38
18.30   	 3.882758e+25 	 7.025988e+38
18.35   	 4.110174e+25 	 7.437659e+38
18.40   	 4.363745e+25 	 7.896435e+38
18.45   	 4.644253e+25 	 8.404868e+38
18.50   	 4.952503e+25 	 8.962610e+38
18.55   	 5.281995e+25 	 9.558438e+38
18.60   	 5.611081e+25 	 1.015281e+39
18.65   	 5.883883e+25 	 1.064870e+39
18.70   	 6.048464e+25 	 1.094922e+39
18.75   	 6.119777e+25 	 1.108105e+39
18.80   	 6.151254e+25 	 1.113931e+39
18.85   	 6.167074e+25 	 1.116868e+39
18.90   	 6.166945e+25 	 1.117775e+39
18.95   	 6.187029e+25 	 1.120008e+39
19.00   	 6.180054e+25 	 1.119942e+39
